Source,Target,Type,Id,Label,Weight
CSX54-2020/1,EL66E-2020/2,Directed,367,,1
CSX54-2020/1,EEX22-2020/2,Directed,368,,1
CSX54-2020/1,FI74S-2020/2,Directed,369,,1
CSX54-2020/1,EEE32-2020/2,Directed,370,,1
CSX54-2020/1,CSX54-2020/2,Directed,371,,1
FI72S-2018/1,MA70G-2018/2,Directed,372,,1
FI72S-2018/1,MA70H-2018/2,Directed,373,,1
FI72S-2018/1,MA73A-2018/2,Directed,374,,1
FI72S-2018/1,EEX21-2018/2,Directed,375,,1
FI72S-2018/1,EEB21-2018/2,Directed,376,,1
FI72S-2018/1,FI73M-2018/2,Directed,377,,1
FI72S-2018/1,CSF30-2018/2,Directed,378,,1
FI73S-2019/1,EEE31-2019/2,Directed,379,,1
FI73S-2019/1,CSW30-2019/2,Directed,380,,1
FI73S-2019/1,CSR31-2019/2,Directed,381,,1
FI73S-2019/1,CSG20-2019/2,Directed,382,,1
FI73S-2019/1,CSB30-2019/2,Directed,383,,1
FI73S-2019/1,CSA30-2019/2,Directed,384,,1
EEF21-2021/1,ES70P-2021/2,Directed,385,,1
EEF21-2021/1,DI65H-2021/2,Directed,386,,1
EEF21-2021/1,ELF51-2021/2,Directed,387,,1
EEF21-2021/1,ELTE3-2021/2,Directed,388,,1
EEF21-2021/1,ELF62-2021/2,Directed,389,,1
EEF21-2021/1,EEC21-2021/2,Directed,390,,1
EEF21-2021/1,EEQ32-2021/2,Directed,391,,1
EEF21-2021/1,CSI30-2021/2,Directed,392,,1
EEF21-2021/1,CSH30-2021/2,Directed,393,,1
EEF21-2021/1,CSW42-2021/2,Directed,394,,1
EEF21-2021/1,CSR30-2021/2,Directed,395,,1
EEF31-2021/1,ES70P-2021/2,Directed,396,,1
EEF31-2021/1,DI65H-2021/2,Directed,397,,1
EEF31-2021/1,ELF51-2021/2,Directed,398,,1
EEF31-2021/1,ELTE3-2021/2,Directed,399,,1
EEF31-2021/1,ELF62-2021/2,Directed,400,,1
EEF31-2021/1,EEC21-2021/2,Directed,401,,1
EEF31-2021/1,EEQ32-2021/2,Directed,402,,1
EEF31-2021/1,CSI30-2021/2,Directed,403,,1
EEF31-2021/1,CSH30-2021/2,Directed,404,,1
EEF31-2021/1,CSW42-2021/2,Directed,405,,1
EEF31-2021/1,CSR30-2021/2,Directed,406,,1
EEB31-2019/1,EEE31-2019/2,Directed,407,,1
EEB31-2019/1,CSW30-2019/2,Directed,408,,1
EEB31-2019/1,CSR31-2019/2,Directed,409,,1
EEB31-2019/1,CSG20-2019/2,Directed,410,,1
EEB31-2019/1,CSB30-2019/2,Directed,411,,1
EEB31-2019/1,CSA30-2019/2,Directed,412,,1
CSE30-2020/1,FI74M-2020/2,Directed,413,,1
CSE30-2020/1,EL66E-2020/2,Directed,414,,1
CSE30-2020/1,EEX22-2020/2,Directed,415,,1
CSE30-2020/1,FI74S-2020/2,Directed,416,,1
CSE30-2020/1,EEE32-2020/2,Directed,417,,1
CSE30-2020/1,CSX54-2020/2,Directed,418,,1
CSG20-2019/2,EEX22-2020/1,Directed,419,,1
CSG20-2019/2,CSW40-2020/1,Directed,420,,1
CSG20-2019/2,CSI30-2020/1,Directed,421,,1
CSG20-2019/2,CSX54-2020/1,Directed,422,,1
CSG20-2019/2,CSE30-2020/1,Directed,423,,1
CSG20-2019/2,CSA31-2020/1,Directed,424,,1
CSG20-2019/2,CSO30-2020/1,Directed,425,,1
CSH30-2021/2,GE73D-2022/1,Directed,426,,1
