('129034', '172044', {'weight': 1})
('129034', '172045', {'weight': 1})
('129034', '172046', {'weight': 1})
('129034', '172207', {'weight': 1})
('129034', '172208', {'weight': 1})
('129034', '172307', {'weight': 1})
('129034', '179823', {'weight': 1})
('129034', '183413', {'weight': 1})
('129034', '190499', {'weight': 1})
('129034', '118817', {'weight': 1})
('129034', '155125', {'weight': 1})
('129034', '160837', {'weight': 1})
('129034', '169044', {'weight': 1})
('129034', '172975', {'weight': 1})
('129034', '177427', {'weight': 1})
('129034', '190684', {'weight': 1})
('129034', '198538', {'weight': 1})
('129034', '253830', {'weight': 1})
('129034', '88453', {'weight': 1})
('129034', '186224', {'weight': 1})
('129034', '90293', {'weight': 1})
('129034', '113582', {'weight': 1})
('129034', '125585', {'weight': 1})
('129034', '131755', {'weight': 1})
('129034', '145760', {'weight': 1})
('129034', '152094', {'weight': 1})
('129034', '160832', {'weight': 1})
('129034', '160835', {'weight': 1})
('129034', '160843', {'weight': 1})
('129034', '160847', {'weight': 1})
('129034', '160851', {'weight': 1})
('129034', '161222', {'weight': 1})
('129034', '161838', {'weight': 1})
('129034', '165430', {'weight': 1})
('129034', '165682', {'weight': 1})
('129034', '165689', {'weight': 1})
('129034', '165691', {'weight': 1})
('129034', '169315', {'weight': 1})
('129034', '171741', {'weight': 1})
('129034', '172038', {'weight': 1})
('129034', '172041', {'weight': 1})
('129034', '172306', {'weight': 1})
